Name,Business Type,Company Type,Ships To,Mailing Address,City,State,Zip,Phone,Fax,Email,Website,Description,Supply Categories,Slug
Oregon Association of Nurseries,,,,"Oregon Association of Nurseries, 29751 SW Town Center Loop W, Wilsonville, OR 97070",Wilsonville,OR,97070,503-682-5089,503-682-5099,nurseryguide@oan.org,https://www.oan.org/,"The
  Oregon Association of Nurseries (OAN) is a non-profit trade association that
  represents more than 600 individual nursery stock producers, retailers,
  landscapers and related companies serving the nursery and greenhouse
  industry. The OAN is the main voice for Oregon's nursery and greenhouse
  producers, re-sellers, transporters, retailers and suppliers.",,oregon-association-of-nurseries
Oregon Bonsai,"Grower, Landscape Contractor",,"Northeast, Upper Midwest, Pacific Northwest","Oregon Bonsai, PO Box 602, St. Helens, OR 97051",St. Helens,OR,97051,503-396-6323,,oregonbonsai@gmail.com,,,,oregon-bonsai
Oregon Department of Agriculture,Other,Business Services & Supplies,,"Oregon Department of Agriculture, 635 Capitol St. NE, Salem, OR 97301",Salem,OR,97301,503-986-4678,,sbenemann@oda.state.or.us,https://www.oregon.gov/ODA/Pages/default.aspx,,,oregon-department-of-agriculture
Oregon Equipment Sales,Allied Service or Supplier,"Equipment Sales, Leasing, Rental & Repair",,,,,,971-216-0111,,info@orequipmentsales.com,https://orequipmentsales.com/,"Oregon Equipment Sales (OES) is a multi-line dealership, with locations in McMinnville, Hubbard and Tangent, Oregon.They sell a variety of brands,  Kubota, Weiss McNair, Collard, Landpride and more.After purchasing their 3rd store in July of 2023 (Linn Benton Tractor) OES now offers a more diverse line of manufacturers' for all your farming and nursery needs.OES through their dba Linn Benton Tractor can now offer Flory, Krone, MacDon, Great Plains, Versatile and Vermeer to name a few.They are committed to selling the best quality parts, service and sales to the Willamette Valley Nurseries.",EQUIPMENT,oregon-equipment-sales
Oregon Flower Growers Association,"Allied Service or Supplier, Grower",,,"Oregon Flower Growers Association, 3624 N Leverman St., Portland, OR 97217-3945",Portland,OR,97217-3945,503-389-7852,503-285-9833,ofga.fma.gm@gmail.com,http://www.pdxflowermarket.com/ofga,"Founded in 1941, we are an association of local flower and potted plant growers who sell wholesale to florists, nurseries, interior plantscapers and related business at the Portland Flower Market.",Purchasing Cooperative,oregon-flower-growers-association
Oregon Flowers Inc.,Grower,,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest, Canada",,,,,503-678-2580,503-678-2687,tyler@oregonflowers.com,http://www.oregonflowers.com/,"In the heart of the Willamette Valley, Oregon Flowers, Inc. opened its greenhouse doors in 1985. Our main focus has always been to produce a top quality, consistent, and reliable product. Today, Oregon Flowers, Inc. continues this philosophy, and produces lilies, tulips, calla lilies, and numerous seasonal cut flowers for wholesalers across the United States and Canada.",,oregon-flowers-inc
Oregon Pacific Construction Inc.,Allied Service or Supplier,,Pacific Northwest,"Oregon Pacific Construction Inc., 180 S Pacific Hwy., Woodburn, OR 97071",Woodburn,OR,97071,503-981-8147,503-981-8165,scott@oregonpacificconstruction.com,http://www.oregonpacificconstruction.com/,"Grading warehouses, cooler buildings, loading docks for shipping, steel building and concrete foundations and excavation.",Metal Buildings,oregon-pacific-construction-inc
Oregon Pride Nurseries Inc.,"Nursery, Grower",Plants,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southwest, Pacific Northwest, Canada",,,,,503-472-9147,503-434-5074,sales@oregonpridenurseries.com,http://www.oregonpridenurseries.com/,"Located
in the heart of the Willamette Valley in McMinnville, Oregon, we are a
wholesale container grower focusing on cold hardy plants zone 5 or less. We
specialize in grafted conifers for both retail and landscape and our plant mix
consists of arborvitae, upright junipers, spruce, pine, conifer liners,
flowering shrubs and #15 ornamental trees. We search for the toughest seed
sources for our conifers and select the hardiest plants from many programs such
as; Bailey's First Edition's, Proven Winners, Plant Haven, and Ball, just to
name a few.  Oregon Pride has always been committed to the Independent
Garden Center and does not market or sell to the National Chain stores. 
We strive for consistent quality and hold true to our values when we grow and
sell plants to our customers.",,oregon-pride-nurseries-inc
Oregon Turf and Tree Farms,Grower,,"Mid-Atlantic, Rocky Mountain, Southwest, Pacific Northwest, Canada","Oregon Turf and Tree Farms, 18381 Boones Ferry Rd. NE, Hubbard, OR 97032-9672",Hubbard,OR,97032-9672,800-426-1335,503-981-0880,colleen@oregonturfandtree.com,http://www.oregonturfandtree.com/,"We grow and deliver quality turfgrass sod, specimen shade trees and Japanese Maple. Call or visit us today.",SOD TURF,oregon-turf-and-tree-farms
Oregon Valley Greenhouses,Allied Service or Supplier,Production Services & Supplies,"Rocky Mountain, Southwest, Pacific Northwest, Canada","Oregon Valley Greenhouses, PO Box 220, Aurora, OR 97002-0220",Aurora,OR,97002-0220,503-678-2700,503-678-2789,info@ovg.com,http://www.ovg.com/,"Over 30 years of greenhouse manufacturing. Also supplying poly, polycarbonate, shade cloth, ground cover, wirelock, heaters, exhaust systems, roll-up sides. Code and Non Code Structures.","Cooling Systems for Greenhouses; Coverings; Coverings (Greenhouses); Equipment (Greenhouse Systems and Supplies); FANS (Greenhouse Ventilation Equipment); GREENHOUSE DESIGN; Greenhouse Manufacturing; Greenhouse Supplies; GREENHOUSE SYSTEMS and SUPPLIES; Greenhouses; Heating Systems for Greenhouses; HOBBY GREENHOUSES; LANDSCAPE FABRIC; Poly and Fabric Fasteners for Greenhouses; POLY FILM; Polycarbonate Coverings; POLYETHYLENE; Polyethylene Coverings; SHADE CLOTH; SHADE STRUCTURES; STAPLES, NAILS and WIRE; Twin Wall Polyethylene; Twin Wall Polyethylene Coverings",oregon-valley-greenhouses
P & D Nursery,Grower,Plants,"Southwest, Pacific Northwest, Canada","P & D Nursery, 3940 SW Halcyon Rd., Tualatin, OR 97062-6767",Tualatin,OR,97062-6767,503-638-6366,503-638-8312,sales@pdnursery.com,http://www.pdnursery.com/,"Container-grown azaleas, rhodies, broadleaf evergreens, heathers, groundcovers, and ornamental grasses, grafted conifers. 4-inch annual color and hanging baskets.",,p-d-nursery
PBM Supply & Mfg. Inc.,Allied Service or Supplier,"Equipment Sales, Leasing, Rental & Repair, Sales","Northeast, Upper Midwest, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest","PBM Supply & Mfg. Inc., 324 Meyers St., Chico, CA 95928",Chico,CA,95928,530-345-1334,,zack@pbmsprayers.com,Http://www.pbmsprayers.com,"PBM is a manufacturer of commercial sprayers, fertilizer and liquid trailers, liquid handling equipment, and a supplier/distributor of tanks, hose, fittings, pumps, spray components, safety supplies, and specialized application systems.",,pbm-supply-mfg-inc
PONDS Research Group,Educator or Researcher,,,"PONDS Research Group, 3400 Portola Dr, Apt 4, Santa Cruz, CA 95062",Santa Cruz,CA,95062,831-435-6323,,moon.dust239@passinbox.com,,,,ponds-research-group
PRT USA Hubbard,Greenhouse,,"Rocky Mountain, Pacific Northwest, Canada","PRT USA Hubbard, 31783 S Meridian Rd., Hubbard, OR 97032",Hubbard,OR,97032,503-651-3266,503-651-3277,Stephanie.Jacobs@prt.com,http://www.prt.com/,Grower of conifer seedlings.,Contract Growing,prt-usa-hubbard
"Pac Fibre Soils, a division of Pacific Fibre Products Inc.",Allied Service or Supplier,,,"Pac Fibre Soils, a division of Pacific Fibre Products Inc., PO Box 1194, Canby, OR 97013",Canby,OR,97013,503-266-4700,503-266-4701,jneuberger@pacfibre.com,https://www.pacfibresoils.com/,"Specializing in custom-blended growing media for greenhouse, nursery, ecoroof and landscape applications. We have a wide range of amendments available for incorporation or supply your own specialty items. We produce growing media for propagation, liners, containers, large specimens, bedding, baskets and many more applications. We ship throughout the Continental U.S. and Alaska.",Bark Products; Container Mixes; Custom Soil Mixing; Green Roof Mixes; PLANTING MIXES; Soil Mixes for Greenhouses; SOILLESS MIXES,pac-fibre-soils-a-division-of-pacif
Pac West Transport Services Inc.,Allied Service or Supplier,Transportation Logistics,,"Pac West Transport Services Inc., 12648 SW Creekside Dr., Tigard, OR 97223",Tigard,OR,97223,503-641-8828,,carlj@pacwesttransport.com,,"We keep
  your business moving. When you work with Pac West Transport, you have an
  entire team on your side. Your dedicated account team is made up of
  transportation professionals who provide a seamless and streamlined solution
  to meet all your transportation requirements. Pac West manages all modes of
  transportation, including intermodal, refrigerated, van and flatbed.",Intermodal Transportation / Logistics; TRANSPORTATION and LOGISTICS; TRUCKERS and FREIGHT BROKERS,pac-west-transport-services-inc
Pacific Blueberry Company LLC,Grower,,"Southwest, Pacific Northwest","Pacific Blueberry Company LLC, 6826 55th Ave. NE, Salem, OR 97305",Salem,OR,97305,503-390-5612,503-393-7107,lauren.boyes@silvervalleyfarms.ca,,Blueberry grower and fruit processor.,,pacific-blueberry-company-llc
Pacific Crest Ornamentals LLC,"Nursery, Grower",Plants,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest, Canada",,,,,503-784-4925,,pcornamentals@gmail.com,https://pcornamentals.com,"Wholesale liner nursery also offering groundcovers, shrubs, and natives. Custom propagation, tissue culture acclimation, and growing services. R&D services available.","Contract Growing; Research, Customized",pacific-crest-ornamentals-llc
Pacific Nursery Inc.,Grower,,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest, Canada","Pacific Nursery Inc., PO Box 805, McMinnville, OR 97128-0805",McMinnville,OR,97128-0805,503-864-4080,503-864-2286,darin@pacificnursery.com,,Wholesale grower of Japanese maples.,,pacific-nursery-inc
Pacific Plants Inc.,"Arborist/Tree Service, Re-Wholesaler/Broker",,"Rocky Mountain, Southwest, Pacific Northwest","Pacific Plants Inc., PO Box 226, Issaquah, WA 98027-0010",Issaquah,WA,98027-0010,425-654-4774,425-392-7894,answers@pacificplants.com,http://www.pacificplants.com/,"Pacific Plants is proud of our reputation of providing quality plant material, pricing and creative solutions and service. We provide expertise and support with every estimate completed and plant we sell. Plants are delivered and handled by our own drivers, another extension of our dedication to quality plants and service.",,pacific-plants-inc
Palmer Creek Nursery LLC,"Nursery, Grower",Plants,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest, Canada","Palmer Creek Nursery LLC, PO Box 148, Dayton, OR 97114-0148",Dayton,OR,97114-0148,503-864-5160,503-864-4777,palmercreeknurseryllc@frontier.com,https://www.palmercreeknursery.com/,"Specializing in grafted conifers, Japanese maples, deciduous, and ornamental topiary plants in containers and field burlap. The grafting program has expanded to include plants that are hard to graft. If you have a variety you would like to custom graft feel free to call us.",,palmer-creek-nursery-llc
Pape` Machinery,Allied Service or Supplier,"Equipment Sales, Leasing, Rental & Repair","Southeast & Gulf, Pacific Northwest",,,,,503-663-4353,503-663-4734,sneumann@papemachinery.com,http://www.agriculture.papemachinery.com,"For all of your Agriculture and Turf needs, trust Papé Machinery to keep you moving. To compliment our superior service and comprehensive maintenance solutions, we have 12 locations in Oregon. As part of our commitment to you, you will never be far from superior Papé Machinery service and equipment care. John Deere, Honda and Stihl equipment solutions. We'll help you grow!",Agriculture and Landscape Equipment,pape-machinery
Paradise Acres Garden Center,Nursery,Garden Center,,,,,,503-669-1268,,marketing@sesterfarms.com,http://www.paradiseacresgardencenter.com,,,paradise-acres-garden-center
Paragon Plants,Re-Wholesaler/Broker,,"Rocky Mountain, Pacific Northwest","Paragon Plants, 5 S. Main Ste. 304, Logan, UT 84321",Logan,UT,84321,435-777-TREE,,trevor@paragonplants.com,https://paragonplants.com/,,,paragon-plants
Park's Wholesale Nursery LLC,Grower,Plants,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southwest, Pacific Northwest, Canada","Park's Wholesale Nursery LLC, 9797 SE Revenue Road, Boring, OR 97009",Boring,OR,97009,503-663-3715,,sales@parksnursery.com,http://www.parksnursery.com/,"Specimen root-pruned trees, conifers, specialty plant material.",,parks-wholesale-nursery-llc
Parker Davis Co.,Allied Service or Supplier,,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest, Canada","Parker Davis Co., 2310 N Tryon St., Charlotte, NC 28206-2791",Charlotte,NC,28206-2791,704-375-9111,704-375-9116,rd@parkerdavis.com,http://www.parkerdavis.com/,Our patented line of nursery marker stakes and cards.,LABELS and TAGS (also see PICTURE LABELS),parker-davis-co
Patterson Nursery Sales Inc.,Grower,,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest, Canada","Patterson Nursery Sales Inc., PO Box 68, Eagle Creek, OR 97022",Eagle Creek,OR,97022,503-668-6000,503-668-9000,sales@pattersonnurserysales.com,http://www.pattersonnurserysales.com/,Full-range grower and brokerage of liners through specimen plant materials.,Plant Material Brokerage,patterson-nursery-sales-inc
Peace of Mind Nursery Inc.,"Nursery, Supplier, Grower",Plants,"Northeast, Upper Midwest, Mid-Atlantic, Rocky Mountain, Southeast & Gulf, Southwest, Pacific Northwest, Canada","Peace of Mind Nursery Inc., 10772 Selah Springs Rd. NE, Silverton, OR 97381-9251",Silverton,OR,97381-9251,503-949-4944,,dave@peaceofmindnursery.com,http://www.peaceofmindnursery.com/,"My name is Dave Grotz and I am the owner of this nursery which offers a diverse selection of rare and unusual conifers and ornamentals. Our offerings are available as field grown balled & burlapped from 1 foot tall to 25"" caliper or 45 foot tall specimens or in containers from 7 gal to 150 gallon.  These can be one of a kind, hard to find foundation plants, specialty items, including large maples, weeping hemlocks, and various other conifers & rarities. We carrymore than 600 varietiesof pines, spruce, chamaecyparis, cryptomerias, cedars, katsura, magnolias, maples, parrotias, firs, sequoia, hemlock and more. Each selection can have 10 or more grades & price points. Our product line is offered balled and burlapped, containerized and including fresh cut foliage. We have two fields: 14 acres in Silverton and 12 acres in West Linn, Oregon. We pre dig & root prune numerous specimens which allows us to extract and ship them outside of the normal digging season (Oct - April).We ship all over the country and partials are easily arrangedany time of the year. We have over 3,000 containerized items.  Successfully in business for 39 years, our high quality, well pruned products distinctively set us apart and provide you a profoundly higher level of WOW factor that in turn generates a gravitational pull of customers that otherwise had no where to go.To catch a glimpse of what we are working on at any given time, join us on instagram  @fanciful_foliage.On our websitewww.peaceofmindnursery.comcheck for more product photos and information regarding our company. Additional/individual specimen/Trophy plant photos, door swags, garland & other examples of our rare cut foliage are available upon request.All plant purchase orders are documented along the path of executionincluding photos of digging, staging, and plant loading so there are no surprises when you pop those doors open at the point of destination. Not only does this allow you greater peace of mind but also helps you to plan effectively the unloading process having the proper equipment and personnel on hand.   Peace of Mind Nursery, Inc. has been referenced in numerous plant journals & magazines over the years and was featured as one of the top 5 Growers in the State of Oregon in the January Digger magazine ""State of Perfection"" in 2013. Awarded the Retail's Choice Award in 2018 by the OAN. Please feel welcome to call and discuss our products (503.949.4944) or to request a plant availability or email me at:dave@peaceofmindnursery.comThank you.",,peace-of-mind-nursery-inc
